target_lab,target_weights
23.2542822898924;-8.219025806521646;-15.3425232169349,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
34.020280799992456;-26.46967187782301;19.35505880335714,0.25;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.5;0.0;0.0
46.54371158302773;-11.2359118648514;46.46997983946209,0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.25;0.0;0.0
67.23814854937226;33.53145629140369;73.15513236705284,0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
34.89500100300083;-29.237271178155833;21.020668491511852,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
47.25048196453148;-18.415027327649934;45.77773726140803,0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.0
67.12890755038966;25.83968384063484;72.37860748612705,0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
47.7836766109535;-24.817417453407987;45.66897851487003,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
66.94511012682241;17.084359247365622;71.35391163473524,0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
12.960499387526486;-3.106376886050963;19.083309082195633,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75;0.0
29.588608139291352;4.388309510751393;38.903680604984224,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0
47.38458842548617;19.508370748096414;55.03752908108612,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.25;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
12.84620097671846;-9.01117039649288;18.782320218417848,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
28.59664111072746;-8.496871159610341;37.17155971620878,0.25;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5;0.0
47.10387491413145;11.178454480319788;53.415686270349084,0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.25;0.0
67.23814854937226;33.53145629140369;73.15513236705284,0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
29.69689396469333;-9.584819049123366;36.47319673428681,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
46.99744810283317;4.179565767081728;52.353869058159795,0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.0
67.12890755038966;25.83968384063484;72.37860748612705,0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
47.226525153140926;-3.9297409832133035;51.790439702022276,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
66.94511012682241;17.084359247365622;71.35391163473524,0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27.53541659574104;-23.417867457707906;4.835045320540554,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.75
36.67038355627773;-28.785396866308155;28.80355344634745,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5
48.13097131906865;-7.308034076449143;49.522783404809225,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.25
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
28.85800821918137;-26.407099000711696;6.686403880841885,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
37.78272245018375;-32.44392923328904;27.38923469843899,0.25;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.5
48.178806250329444;-15.47705254331272;48.20771269899291,0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.25
67.23814854937226;33.53145629140369;73.15513236705284,0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
38.44014086775276;-36.83892191059718;28.602265969157102,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
48.955511158965976;-22.510921883976685;47.984557043815244,0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25
67.12890755038966;25.83968384063484;72.37860748612705,0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
49.49518771490604;-29.05127179336575;47.56093833585717,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
66.94511012682241;17.084359247365622;71.35391163473524,0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
37.47177749724922;37.194259996332164;-74.24350891760959,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.0;0.0
56.51694249810291;16.876100464424837;-60.20375794489175,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0
77.00767299381772;1.3909360922369496;-31.518433033407888,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
23.2542822898924;-8.219025806521646;-15.3425232169349,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
52.77566154710688;-25.63946289510749;-0.4730113088041499,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.5;0.0;0.0
72.60276507478407;-23.40349183126006;22.553080058523634,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.25;0.0;0.0
91.58933605692346;-5.9282391305801045;40.267503482120894,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
34.89500100300083;-29.237271178155833;21.020668491511852,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
61.872257190982;-30.18046740067437;46.32758821870379,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0
84.2189330883204;-3.6886657038223136;66.55231175720814,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
47.7836766109535;-24.817417453407987;45.66897851487003,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
76.7443524809388;1.7718232661207978;75.07795310352621,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
26.5939039137249;1.9460279584419815;-1.382230754304048,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.75;0.0
51.62324272348235;2.139282361418693;-2.326054278720502,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0
75.07288867487385;1.6381647309470226;-2.288140481528944,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.25;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12.84620097671846;-9.01117039649288;18.782320218417848,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
40.57938960488362;-6.693241058279536;18.567917097801335,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.5;0.0
69.45550720693892;-9.940834665952691;39.261373615368434,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.25;0.0
91.58933605692346;-5.9282391305801045;40.267503482120894,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
29.69689396469333;-9.584819049123366;36.47319673428681,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
59.31810193348221;-10.482387439469388;54.285377804194255,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.0
84.2189330883204;-3.6886657038223136;66.55231175720814,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
47.226525153140926;-3.9297409832133035;51.790439702022276,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
76.7443524809388;1.7718232661207978;75.07795310352621,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46.9229260702558;-4.9502025761437025;-37.52508705026125,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75
64.96781863502338;-10.222935234479591;-34.661833972164516,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.5
80.72032460655628;-8.878533485926765;-20.48868409395923,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.25
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
28.85800821918137;-26.407099000711696;6.686403880841885,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
59.714025726239996;-40.58592039185033;24.484205478084853,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5
75.91421855833536;-30.300210715973996;30.674603719957915,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.25
91.58933605692346;-5.9282391305801045;40.267503482120894,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
38.44014086775276;-36.83892191059718;28.602265969157102,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
64.14218272891546;-35.01299093189719;50.511989788807284,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25
84.2189330883204;-3.6886657038223136;66.55231175720814,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
49.49518771490604;-29.05127179336575;47.56093833585717,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
76.7443524809388;1.7718232661207978;75.07795310352621,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1.781740717253733;3.627841516356811;-13.674971942145604,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.0
4.906454692263875;18.235638480632936;-33.667999991004216,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0
10.143640292031872;32.685726113529896;-49.881099091251286,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
12.84620097671846;-9.01117039649288;18.782320218417848,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
15.173584513200609;-8.012633404451547;5.568960687797375,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.5;0.0
19.548745009147325;-14.142367486673413;-2.089774774569486,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.25;0.0
23.2542822898924;-8.219025806521646;-15.3425232169349,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
29.69689396469333;-9.584819049123366;36.47319673428681,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
32.056933666701475;-23.613593188890253;30.185004903041424,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0
34.89500100300083;-29.237271178155833;21.020668491511852,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
47.226525153140926;-3.9297409832133035;51.790439702022276,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
47.7836766109535;-24.817417453407987;45.66897851487003,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17.866994196920544;10.369126175540588;-35.188489945656876,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.75
16.495246213971413;23.324307349137264;-46.614822915313326,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5
16.038306425740465;33.96112369369092;-55.76336284811097,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.25
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
28.85800821918137;-26.407099000711696;6.686403880841885,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
27.540918440022097;-23.098346267493742;2.8960698123271955,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.5
25.012333083702224;-15.267610119760327;-6.703383618188785,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.25
23.2542822898924;-8.219025806521646;-15.3425232169349,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
38.44014086775276;-36.83892191059718;28.602265969157102,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
36.4798700287491;-33.06109361553411;25.76600744338905,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25
34.89500100300083;-29.237271178155833;21.020668491511852,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
49.49518771490604;-29.05127179336575;47.56093833585717,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
47.7836766109535;-24.817417453407987;45.66897851487003,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12.84389128274707;2.614559982333009;-23.609305307772754,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75
6.89465064981426;1.4373563661184279;-18.044271874060975,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5
2.7207706481386573;-0.4899525353787154;-7.528305411598052,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
28.85800821918137;-26.407099000711696;6.686403880841885,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
23.285607556942978;-23.92877195575882;10.542436409772948,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.5
17.141096580627483;-13.820888131188063;12.286176804967985,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.25
12.84620097671846;-9.01117039649288;18.782320218417848,0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
38.44014086775276;-36.83892191059718;28.602265969157102,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
33.93118589910702;-22.316716847331442;32.318538533612085,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25
29.69689396469333;-9.584819049123366;36.47319673428681,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
49.49518771490604;-29.05127179336575;47.56093833585717,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
47.226525153140926;-3.9297409832133035;51.790439702022276,0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46.38795468855825;-3.185383306931855;-19.378012996440198,0.0;0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63.3321841037512;-29.17876768570532;30.67726710144447,0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78.32536483789184;-31.096812746729597;63.878337277941576,0.0;0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30.889391833568872;40.81711707740091;-49.26692802718592,0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47.48146071899682;5.456470431896177;9.472245629181842,0.0;0.25;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63.11761915044026;-0.7870517497718943;43.68962715329351,0.0;0.25;0.5;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79.13799151824739;14.950410904616406;72.05763463369543,0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35.47300283750205;35.85358913728548;-13.068481539473442,0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51.69781435950637;24.099299154092147;31.12785939234626,0.0;0.5;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68.06005955732883;37.59196679892424;58.51013582885819,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42.94652329503914;43.80421754227193;19.88627168875802,0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59.4947111683784;52.587344471343776;49.43964163323572,0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
49.818725993606265;51.046806189446734;40.58734193247342,0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
61.08830616024795;38.56320162512122;50.95596837486652,0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43.21014217488926;56.25335771959655;36.507097728554136,0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
52.99689688745988;51.429216566865165;44.01696428382136,0.0;0.25;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
64.10367748624799;39.48214581303727;52.672285041238794,0.0;0.25;0.5;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
79.13799151824739;14.950410904616406;72.05763463369543,0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46.241725936981304;58.00858901396288;39.31689725793235,0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
56.176087924541505;52.656004050809;46.42921577810627,0.0;0.5;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
68.06005955732883;37.59196679892424;58.51013582885819,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.24865778420475;59.727058248607634;42.081355164923195,0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
59.4947111683784;52.587344471343776;49.43964163323572,0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47.45632056910291;33.43023832891057;47.92528207176111,0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
57.98712399479888;28.065604334750695;54.34834589509908,0.0;0.25;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
67.94355508152299;22.424910272020426;61.149937696502136,0.0;0.25;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
79.13799151824739;14.950410904616406;72.05763463369543,0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.15855965963554;44.480256213932144;48.423845380314376,0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
58.43054588454234;41.68631636147646;52.27987631758651,0.0;0.5;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
68.06005955732883;37.59196679892424;58.51013582885819,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50.77879086279137;53.50213520659564;47.138130795083164,0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
59.4947111683784;52.587344471343776;49.43964163323572,0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63.06688189676909;50.90189456499683;68.98466407232196,0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
68.02943823554871;39.35132043134065;69.71619076478372,0.0;0.25;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
73.33156372918015;27.696675791102855;70.5440143112021,0.0;0.25;0.5;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
79.13799151824739;14.950410904616406;72.05763463369543,0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59.11252724445383;56.87624645772005;62.976693676819906,0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
63.473463493898024;47.56265769192797;60.83906787506529,0.0;0.5;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
68.06005955732883;37.59196679892424;58.51013582885819,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55.535119802864486;59.77112394060341;54.90564333868602,0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
59.4947111683784;52.587344471343776;49.43964163323572,0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
97.40130917521249;-9.596366332143669;36.02779230578066,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
95.57892949830014;-13.751606889197687;63.68182199868655,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
94.20729659133299;-14.489289249530357;80.6713580526524,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83.1313713284139;20.46503589900145;9.03360471769643,0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
81.69079100647488;15.103156252868843;39.794379636822555,0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
80.43666930437334;13.276601259316568;60.928249945091586,0.0;0.25;0.5;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
79.13799151824739;14.950410904616406;72.05763463369543,0.0;0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70.49870231024887;38.15231933239699;18.389056128981608,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
69.69872095603615;35.14113550749681;45.43317060505918,0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
68.06005955732883;37.59196679892424;58.51013582885819,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60.39286733883762;52.20977878773686;28.779311341196202,0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
59.4947111683784;52.587344471343776;49.43964163323572,0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
