target_lab,target_weights
36.15100269169169;10.090582306959279;30.162388574295008,0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.2
44.535108729356345;31.008513876491506;46.2968731094648,0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0
20.162843813890547;19.69891097797902;-28.677038847641157,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6
26.68075565413394;12.778934792983254;0.29373820277053264,0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.4
33.95618972136363;17.68112772397204;26.62134693824767,0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.2
43.46282271303063;39.518512333109825;44.93413292932162,0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0
24.536884346832352;27.401509627410363;-10.794999857281562,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4
32.83464158377427;29.506328389794863;20.782784432272116,0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.2
42.265683726665834;46.15903963389023;42.70925908234676,0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0
31.478824619612418;39.61751551920209;12.151412070497846,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
26.75851880371964;-22.23423114511458;0.45205767400832153,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
30.628740390518722;-26.205287725333896;11.094218171219506,0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.6
35.02798479306825;-22.584387558546638;22.519778959493276,0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4
40.686677082984254;-7.342870486200026;36.28741751738039,0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.2
49.210778702691556;18.928874653103723;50.640818250060725,0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
27.44707327181999;-11.929017914213553;-0.33976568631914894,0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6
33.52996030290922;-8.694289400780042;19.16286964789615,0.2;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.4
39.0941785634261;6.431015888331504;34.5845481937761,0.2;0.0;0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.2
47.619226056687005;30.48185780605406;49.483196597114144,0.2;0.0;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0
29.440866891271618;5.463219239750295;9.467185754329366,0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4
36.55014105300609;16.11892195430567;30.9366314876241,0.2;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.2
46.44513087087696;39.97110586515468;47.75976547136751,0.2;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0
35.51067302788782;29.59952790730472;27.418200454404364,0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2
45.18789707439711;47.425485287353794;46.54903903490185,0.2;0.0;0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0
44.431758649972856;52.9504621525797;44.7296871644098,0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
34.660533030563585;-34.23245712680459;20.600678946985408,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
38.90510083961107;-30.272353450001095;30.390036926985676,0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4
44.19572483512312;-12.797992858817164;41.277930685797514,0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2
52.803464298259314;17.277268270509182;54.74641999942331,0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
36.378739279530414;-16.831107956195385;25.54542952494344,0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4
41.54054465731895;2.445317823553034;38.65075950602738,0.4;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.2
39.65136269595354;14.891388783249527;36.17156025056239,0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2
48.42513585688624;49.36876204016888;51.066650348098364,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
42.47395079635712;-36.7549048377813;36.25579081922462,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
48.02995269503191;-18.514270479481286;46.210631459877035,0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2
56.97907883311083;14.968710380722062;59.64858466516609,0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
45.092172734054984;-2.16743599823227;43.17637317025584,0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2
54.92963705005283;29.43799223723881;58.022271290624516,0.6;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0
53.124213228133016;41.768159581090146;56.340610837517204,0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
52.24107036994715;-24.081765092283657;51.73287978577912,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
91.79194445896206;0.7002239872995752;31.57061004919839,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0;0.0
84.96711168768839;6.711605078227323;55.60490123668866,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0;0.0
78.80079985319216;16.576539214817167;70.106357657179,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0
73.17288106145269;28.29368282427186;74.93781199128046,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
82.52771402602404;22.054552358312442;-1.5602111665863339,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0
76.51131890996818;22.70381351294676;28.702419264747014,0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.6;0.0;0.0;0.0
71.07641765240717;28.45783314647049;50.381389627257974,0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.4;0.0;0.0;0.0
64.86332570170607;40.2195542583127;62.512084121930954,0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.2;0.0;0.0;0.0
60.60862996469871;49.52083335427243;67.22618005203802,0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0
68.56353146192134;40.751102779461924;-0.7542598860111882,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0
64.10228385378542;40.60806140452738;29.538320957485542,0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.4;0.0;0.0;0.0
59.680972289080316;44.9483775219256;51.129982754013625,0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.2;0.0;0.0;0.0
54.617327548794606;53.59060616030531;60.758869023958674,0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0
57.6446588233495;52.64739380183625;4.345358306733904,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0
54.200593903515326;50.34257117380431;36.19799221440342,0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.2;0.0;0.0;0.0
49.5847954446498;55.12135822248343;54.36832438500049,0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0
48.62895178295267;56.91216045994957;15.060552623312828,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
93.04547704488978;-5.102000784348526;33.16083677285029,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
86.13993780951603;0.7358405506929233;56.347366118681606,0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0;0.0
79.49558639826651;10.570272428441886;69.77011136255841,0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0
73.09882654547329;21.538599508156288;73.94548078249738,0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0;0.0
67.4293068476969;35.26105789809109;73.47637449561473,0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
77.27943514000413;17.180657890390805;29.608800780185064,0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0;0.0;0.0
71.72324345904394;24.200951966058646;50.97752986405892,0.2;0.0;0.0;0.0;0.2;0.0;0.2;0.4;0.0;0.0;0.0
64.81090383645882;34.61390887468191;60.53441063160258,0.2;0.0;0.0;0.0;0.2;0.0;0.4;0.2;0.0;0.0;0.0
59.96136711849013;44.2722065902072;65.7377954802641,0.2;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0
64.0446924987828;37.17991971356349;29.33214349830804,0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0
59.53122485729759;41.65468322094401;49.78171027779149,0.2;0.0;0.0;0.0;0.4;0.0;0.2;0.2;0.0;0.0;0.0
54.1137645288819;50.205115338077476;59.05312312612258,0.2;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0
53.41736201847819;48.68959217874863;33.94133652084454,0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.0
49.00266190284235;52.69363087598094;52.37696567252076,0.2;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0
44.431758649972856;52.9504621525797;44.7296871644098,0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
87.09337989746733;-4.911287914891371;58.214814589810835,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
80.34954734829272;4.866631061898663;70.68763127634041,0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0;0.0
73.68366586661489;16.73705706686507;74.68683181018835,0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.0
66.96921366964837;29.09223989048282;72.52746747681363,0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
72.07684131164714;18.66220972356425;51.153745735782685,0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.0;0.0
65.87308217477285;28.304724576480254;62.34188798988352,0.4;0.0;0.0;0.0;0.2;0.0;0.2;0.2;0.0;0.0;0.0
59.60091074385137;37.64986840716933;50.10192387154962,0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.0;0.0
48.42513585688624;49.36876204016888;51.066650348098364,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
81.42172773091808;-1.8026002223200388;72.0938305429432,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
74.24950562342785;10.127162652973142;74.71320013645868,0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0
66.96532006927607;22.668616031709387;71.8302261086327,0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
66.47941842607527;22.57332415148744;62.93420904606981,0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0
59.37636195744935;34.369454546486764;63.65263308366822,0.6;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0
53.124213228133016;41.768159581090146;56.340610837517204,0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
74.91188626499653;3.489202540391867;74.84460764261578,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
19.725489547272687;4.173234749331373;-26.86686093010413,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0
28.36741335595066;-18.02931785719944;8.062811603905551,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0
38.08864104456645;-16.96235635246768;32.911842827210705,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0
49.83174115887485;4.175611087613995;52.42159723989231,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
16.377741456901653;43.23491665854326;-60.90574673895603,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0
21.08643877485823;6.119025269461536;-17.927952127485135,0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.6;0.0;0.0
33.33014485547637;-1.3949614914055275;22.713174417509606,0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.4;0.0;0.0
44.48190626607239;15.38842011580327;46.30790319462231,0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.2;0.0;0.0
60.60862996469871;49.52083335427243;67.22618005203802,0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0
17.649247825827885;37.24592893857476;-45.887744257173466,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0
26.664969246771406;16.90308731106649;3.7079838978652746,0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.4;0.0;0.0
39.213551053010455;24.311627559996662;38.19545204387785,0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.2;0.0;0.0
54.617327548794606;53.59060616030531;60.758869023958674,0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0
22.39195245426083;35.17910740644914;-21.505384206854174,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0
34.829730875183564;32.08284706755665;27.255216505212555,0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.2;0.0;0.0
49.5847954446498;55.12135822248343;54.36832438500049,0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0
30.414215406529856;41.43896708363101;7.992285655284803,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
20.91292216322222;0.6423492761340743;-24.986027564987424,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
29.339734887789795;-22.757178258897227;6.153720636436799,0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0
38.60122553062714;-21.342281762539965;31.85159333828482,0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0
49.98626789757151;-2.284758139646015;51.60908213858556,0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0
67.4293068476969;35.26105789809109;73.47637449561473,0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
22.21504681829331;6.023992338773376;-22.840835152480786,0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.0
32.68204013033387;-6.305261069106393;17.478858452662493,0.2;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.4;0.0;0.0
44.25554265117789;11.582810356069063;44.283016913429066,0.2;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.2;0.0;0.0
59.96136711849013;44.2722065902072;65.7377954802641,0.2;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0
26.846747052407892;13.132236973690592;2.5538010142436285,0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0
38.60264285870441;21.268600132382463;35.28801222168707,0.2;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.2;0.0;0.0
54.1137645288819;50.205115338077476;59.05312312612258,0.2;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0
34.332409008782605;31.992072846677267;24.77832097781809,0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.0
49.00266190284235;52.69363087598094;52.37696567252076,0.2;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0
44.431758649972856;52.9504621525797;44.7296871644098,0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
30.39970751672712;-24.54456695391996;8.910053983903609,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
39.08079900605787;-26.175693066186724;30.726986809877253,0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.0
50.166938312845716;-9.194811652710023;51.09243466858982,0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.0
66.96921366964837;29.09223989048282;72.52746747681363,0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
33.833004900138995;-9.421515956882399;20.147262123023424,0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.0;0.0
43.83555893754875;6.7298718916651845;42.72493507790309,0.4;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.2;0.0;0.0
38.64396938858294;17.307322069311876;34.60108141178051,0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.0;0.0
48.42513585688624;49.36876204016888;51.066650348098364,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
39.68446199684387;-30.502561846286387;31.30894217711915,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
50.27174401851728;-14.936157818815076;50.28973283777305,0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0
66.96532006927607;22.668616031709387;71.8302261086327,0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
44.06260182878978;0.6776821477049166;41.79222122059153,0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0
59.37636195744935;34.369454546486764;63.65263308366822,0.6;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0
53.124213228133016;41.768159581090146;56.340610837517204,0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
50.852790812534025;-20.62260178148845;50.262285760720374,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
9.480675118885895;-2.9892543880303406;14.118925561532036,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0
22.91371617486996;1.0657582312284808;31.840740969311288,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0
36.564953809576096;9.457335208542666;45.28335841887268,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0
51.347884864082545;23.157594249893386;58.73218550594618,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
5.386528516944875;11.863052351470158;4.179063408790262,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0
17.45423458934721;11.022571548192472;23.1504160191784,0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.6;0.0
31.290467174091084;17.01798199150456;38.60191330305341,0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.4;0.0
45.71106929400432;30.698300181984106;53.35065971215662,0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.2;0.0
60.60862996469871;49.52083335427243;67.22618005203802,0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0
14.674048368202609;24.748930796578417;14.22672759201048,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0
27.239829485090787;32.43618018126323;35.79623754107455,0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.4;0.0
40.562892421473265;38.243476648569555;47.668411070671226,0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.2;0.0
54.617327548794606;53.59060616030531;60.758869023958674,0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0
23.454631101972872;35.53533235962841;21.954542403166965,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0
36.18379439966849;41.6425134544933;40.38083920097075,0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.2;0.0
49.5847954446498;55.12135822248343;54.36832438500049,0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0
32.220275033022865;45.38937057945491;28.876233024235475,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
9.488708738883254;-8.426901329322;14.028506786271466,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
22.2499047614863;-8.948353483875099;30.63660027176,0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0
35.32228167945814;4.5568283941141985;43.15513011599568,0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0
50.39819633214783;18.65825847438768;56.68090067717391,0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0
67.4293068476969;35.26105789809109;73.47637449561473,0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
17.473008737573196;6.063262186698115;21.332835954251507,0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0
30.10523678717933;9.939088556522451;36.93758630162029,0.2;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.4;0.0
44.740172317437874;26.78819297372409;51.37825168555244,0.2;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.2;0.0
59.96136711849013;44.2722065902072;65.7377954802641,0.2;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0
26.689826116681743;30.409853734044617;33.799674078913725,0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0
39.78124834977058;34.54931185207208;45.19570094088383,0.2;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.2;0.0
54.1137645288819;50.205115338077476;59.05312312612258,0.2;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0
35.89473138050481;43.291751869234005;40.208156685578984,0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0
49.00266190284235;52.69363087598094;52.37696567252076,0.2;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0
44.431758649972856;52.9504621525797;44.7296871644098,0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
22.955690828696497;-10.034575304483816;30.556704553585668,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
35.34964379109094;-4.977064728947322;42.19143095783541,0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0
50.769807443784686;11.139052467448785;56.61728168618285,0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0
66.96921366964837;29.09223989048282;72.52746747681363,0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
31.113473540831798;7.078150700804087;36.25926049796948,0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0
44.485144859543475;23.55746190004282;49.8401364284043,0.4;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.2;0.0
39.580635441157206;30.952573383554142;44.31882692469811,0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0
48.42513585688624;49.36876204016888;51.066650348098364,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
36.39829282994705;-8.230721489786873;41.99306859402318,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
50.673118562813286;4.228676610485483;55.616194881921366,0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0
66.96532006927607;22.668616031709387;71.8302261086327,0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
44.34109856451209;17.705817098343623;48.965663469264264,0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0
59.37636195744935;34.369454546486764;63.65263308366822,0.6;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0
53.124213228133016;41.768159581090146;56.340610837517204,0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
50.91929366386016;-1.7919327068292579;55.22206146261023,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25.768871640871822;-19.89627371358224;-0.9814715517632022,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8
32.866825353290906;-28.96349323919581;19.558344901686876,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6
40.65878620209386;-24.096923904580432;36.9469228696667,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4
51.08163806619734;0.8148641865276529;53.888095589219,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.2
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
18.776986961297006;13.47743560977674;-34.33565141622903,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8
25.69246144131707;-9.182218410369176;-2.2623903673607004,0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.6
35.545377872547206;-7.572741028956664;27.597036478460414,0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.4
