target_lab,target_weights
93.04547704488978;-5.102000784348526;33.16083677285029,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
22.955690828696497;-10.034575304483816;30.556704553585668,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
45.719164223210505;-6.634320275473781;35.796977529942595,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0
69.457981003367;-10.8286997190305;54.079269393524854,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0
87.09337989746733;-4.911287914891371;58.214814589810835,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
36.39829282994705;-8.230721489786873;41.99306859402318,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
59.079113673922535;-7.891044444103434;56.56751029373489,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0
81.42172773091808;-1.8026002223200388;72.0938305429432,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
50.91929366386016;-1.7919327068292579;55.22206146261023,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
42.69731543284229;-4.189573890838183;-35.98551512566108,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8
58.36258594936049;-8.600824066753054;-37.225383667084785,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6
70.99699812571039;-10.580168915863219;-30.175801869454943,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4
84.26506526664068;-7.80529723594009;-16.630747540437053,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
26.75851880371964;-22.23423114511458;0.45205767400832153,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
52.63428605952821;-35.876383522632004;9.6335871927002,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6
67.11501871369451;-33.9674075638518;14.583880683777274,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4
80.40493466524092;-24.28997042901859;24.929803487570368,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2
93.04547704488978;-5.102000784348526;33.16083677285029,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
34.660533030563585;-34.23245712680459;20.600678946985408,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
59.4366605353685;-41.29999228761794;39.7613391539114,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4
74.33005547182555;-30.528420691419257;50.054778689851176,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2
87.09337989746733;-4.911287914891371;58.214814589810835,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
42.47395079635712;-36.7549048377813;36.25579081922462,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
61.566069952466606;-30.12777524702398;52.7558750727783,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2
81.42172773091808;-1.8026002223200388;72.0938305429432,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
52.24107036994715;-24.081765092283657;51.73287978577912,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1.3431488327474241;2.3243416050306305;-9.539943220473408,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0
3.3002504316079317;10.741476495940343;-25.999745551649866,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0
6.674291447821794;25.210602737439455;-40.664994512957605,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0
11.32970673047987;34.64284450945636;-52.5472864629218,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
9.488708738883254;-8.426901329322;14.028506786271466,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
11.415669277480003;-7.546778760565434;5.2294853267407015,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0
13.617420355484345;-9.356758978544253;-9.683809492324835,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0
16.9384779755526;-4.8802153732846465;-17.10943725479339,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0
20.91292216322222;0.6423492761340743;-24.986027564987424,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
22.955690828696497;-10.034575304483816;30.556704553585668,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
24.98567201016138;-13.322175234416756;22.28858543087693,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0
27.67736634383253;-23.86783055104566;17.69400174989665,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0
30.39970751672712;-24.54456695391996;8.910053983903609,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
36.39829282994705;-8.230721489786873;41.99306859402318,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
37.74015890254827;-21.969734600057023;37.69705810708825,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0
39.68446199684387;-30.502561846286387;31.30894217711915,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
50.91929366386016;-1.7919327068292579;55.22206146261023,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18.029138248072783;8.69825727926085;-33.60212125327378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8
17.031168815554253;17.757162699976544;-41.81657634604352,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6
16.255049587703695;27.538283518700357;-50.255100472260054,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4
16.00308257402351;36.27123907581159;-57.739895025770096,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
26.75851880371964;-22.23423114511458;0.45205767400832153,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
25.812053074185727;-19.28161754684843;-2.892842753403002,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6
23.555414568593946;-12.476983325478642;-11.578464786366782,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4
22.451610916590923;-7.296343593354932;-17.263881646791035,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2
20.91292216322222;0.6423492761340743;-24.986027564987424,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
34.660533030563585;-34.23245712680459;20.600678946985408,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
33.31839475777934;-31.7119576264307;18.31071509270339,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4
31.64749034665428;-28.289462558095696;14.323246670003165,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2
30.39970751672712;-24.54456695391996;8.910053983903609,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
42.47395079635712;-36.7549048377813;36.25579081922462,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
40.931064933007306;-33.29195894798653;34.153541312278875,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2
39.68446199684387;-30.502561846286387;31.30894217711915,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
52.24107036994715;-24.081765092283657;51.73287978577912,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14.132558789657462;1.787997693966703;-23.631361620925173,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8
9.034111334892064;2.928128126955351;-21.203936979603938,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6
4.827817510616622;1.0806632114403887;-15.276032259015244,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4
1.9934145439211441;-0.2202472581503967;-5.8305339900148745,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
26.75851880371964;-22.23423114511458;0.45205767400832153,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
22.26545531585434;-20.792035774740427;3.1860077903957618,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6
17.591495489506713;-19.540727025683573;5.3221641188441975,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4
13.411462251343185;-13.838443757983612;11.863546471417447,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2
9.488708738883254;-8.426901329322;14.028506786271466,0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
34.660533030563585;-34.23245712680459;20.600678946985408,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
30.299450088520793;-30.049129691492706;23.761201471135053,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4
26.206223637027875;-16.831654432329646;25.266973954752782,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2
22.955690828696497;-10.034575304483816;30.556704553585668,0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
42.47395079635712;-36.7549048377813;36.25579081922462,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
39.731221047684805;-22.40119543429575;40.10402033963169,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2
36.39829282994705;-8.230721489786873;41.99306859402318,0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
52.24107036994715;-24.081765092283657;51.73287978577912,0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81.20231678266056;-29.104540463639918;69.14616329269566,0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30.67955912774731;42.88625081617617;-56.33546061218031,0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43.50046534208908;7.578368785621736;-6.132043250907637,0.0;0.2;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56.20758535189567;-5.123507672021576;27.787515031379208,0.0;0.2;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68.82880824060435;-2.9160023182022154;53.70468100210242,0.0;0.2;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33.09729702427413;36.110590882681315;-27.631760509014658,0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46.458999526047116;18.336873092876015;14.92450729262763,0.0;0.4;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59.054122999686314;16.149316499596665;41.36287600946106,0.0;0.4;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72.29006234709458;29.461343838733335;63.55135442928494,0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38.204638740703324;38.02473236036358;0.7654953877936577,0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50.94616309121098;33.81842436305277;32.23242130777856,0.0;0.6;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64.43650694104466;44.460970393985335;54.31191738837807,0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44.734613059764115;46.51376988468686;25.559055889637072,0.0;0.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
78.52239399026163;11.04821601654804;71.1853391517526,0.0;0.0;0.8;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42.706338658628574;55.969501126185094;35.84730027526016,0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
50.16770455133366;52.46044642267961;41.653445141870115,0.0;0.2;0.2;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
59.0266540056282;45.284788886090446;48.91270505918853,0.0;0.2;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
68.98025049955942;31.115683892835367;58.72008736255447,0.0;0.2;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.04047339834915;57.10701103895932;38.30851888721315,0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
52.692317044608956;53.83829475327834;43.796744720101124,0.0;0.4;0.2;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
61.38509943706873;45.45600584687298;50.76508217404506,0.0;0.4;0.4;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
72.29006234709458;29.461343838733335;63.55135442928494,0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47.56154160770995;58.56238095429944;40.45025843426138,0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
55.18593726457469;54.44056875637787;45.85082391259753,0.0;0.6;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
64.43650694104466;44.460970393985335;54.31191738837807,0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.88134376079128;59.68259271424448;42.318283992352846,0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
54.837594679091396;14.577667560445317;52.87151289431813,0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
63.84344708055238;8.292618655880378;60.00635004616025,0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
73.47208977588713;0.6055735733775935;68.89606307246203,0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
83.30420273275477;-6.829175534869114;78.44849535726766,0.0;0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47.27125660216783;30.685829923857543;47.94295301573139,0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
55.4953836071071;26.441390930176333;52.77329407174719,0.0;0.2;0.2;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
63.80082889461863;24.090625534371302;57.963535575336955,0.0;0.2;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
72.28650432220418;17.443982352530362;65.09415919127697,0.0;0.2;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48.55846132615494;40.32543865670202;48.341460160804026,0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
56.41085875732023;37.292041397574025;52.39603266724669,0.0;0.4;0.2;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
63.75428352570826;33.86859087156757;56.456058057512415,0.0;0.4;0.4;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
72.29006234709458;29.461343838733335;63.55135442928494,0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49.83240479460028;48.49463956478628;48.0968230213706,0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
56.89271225190059;46.50871100691434;49.882809360530466,0.0;0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
64.43650694104466;44.460970393985335;54.31191738837807,0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51.02160118655034;55.386571399489824;46.55827936134146,0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
72.04740532497974;30.733527759925884;76.35589361743646,0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
76.78409841803895;19.857680241605667;78.86994582742588,0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
82.01933583569215;8.470556299480291;81.84541504019482,0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
87.46151539470895;-2.704938539559165;85.03901846262356,0.0;0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63.9330960492253;49.38350245580592;70.16688446919642,0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
67.94687076374422;40.155308800989;71.15788984981282,0.0;0.2;0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
71.45928664485682;32.60860102748136;71.11131239440965,0.0;0.2;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
76.17754094974379;21.930921175090155;72.05696862958007,0.0;0.2;0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60.72247872079022;54.85290098142076;65.53588021336714,0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
64.0997958807892;47.1469970554656;64.74760797206322,0.0;0.4;0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
68.04024233501926;38.46109864507524;63.85610712711086,0.0;0.4;0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
72.29006234709458;29.461343838733335;63.55135442928494,0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57.70391910312887;58.429656737608745;59.95852513518018,0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
60.89693632486191;51.34513525237444;56.6447156448715,0.0;0.6;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
64.43650694104466;44.460970393985335;54.31191738837807,0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54.91493288252212;59.94034959494016;53.329866491465104,0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
97.89025452326783;-8.327033407303396;29.657847850954113,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
96.34673879664142;-12.752508131310957;53.66107305643739,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
95.14487388481732;-14.641448139720293;71.96873944139351,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
93.91316346334442;-14.294834554294866;82.8005102718082,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86.07912429047326;16.636355067005226;7.411087786216819,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
84.87612130779208;10.816016767142111;33.632303398614404,0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
83.56419522760758;8.54943045390022;53.45586287058761,0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
82.6314129256851;8.5173578155745;67.38912834442536,0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75.1507685375542;32.015724386046884;14.458109440968192,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
74.22272211766999;28.430280954720498;37.50980131879278,0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
73.3405258454262;27.05926097749012;54.52990551479644,0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
72.29006234709458;29.461343838733335;63.55135442928494,0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.22088552690369;44.89453699315993;21.978000941915198,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
65.40167402738086;42.493363570624055;42.30931632062989,0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
64.43650694104466;44.460970393985335;54.31191738837807,0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58.89112601910796;54.43226382648658;31.93535343667876,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
28.59748445224485;-0.1993303484786879;-29.597465224688513,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
45.93808958905787;-31.471427039380025;8.889803187924706,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
62.73498437707322;-44.27130704280402;41.254208376884826,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
78.06830858400477;-39.6292997490611;66.77615196520136,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17.614197058211573;34.734277946499915;-54.403746608209744,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
32.03841196208816;-5.577171048655238;-14.632431619704878,0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
48.85736758266276;-19.05565350464039;23.10902012511985,0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
65.13964173133061;-13.648218536457312;50.75118169881555,0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
81.62310558937283;10.081100214127892;75.19988838724187,0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21.671386707338556;23.546183460599668;-32.80767671423296,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
37.349997111924296;4.569623486366719;7.529454114583123,0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
